module           : False
lamda            : 256
regularize_to    : other
attack_to        : other
loss_type        : sim
advtrain_type    : Rep
train_type       : contrastive
lr               : 0.1
lr_multiplier    : 15.0
decay            : 1e-06
dataset          : cifar-10
load_checkpoint  : ckpt_200epochs.t7
resume           : True
model            : ResNet18
name             : Run3
seed             : 0
batch_size       : 256
epoch            : 101
color_jitter_strength : 0.5
temperature      : 0.5
local_rank       : 0
ngpu             : 1
min              : 0.0
max              : 1.0
attack_type      : linf
epsilon          : 0.0314
alpha            : 0.007
k                : 7
random_start     : True
==> Preparing data..
Downloading https://www.cs.toronto.edu/~kriz/cifar-10-python.tar.gz to ./Data/cifar-10-python.tar.gz
Extracting ./Data/cifar-10-python.tar.gz to ./Data
Files already downloaded and verified
==> Building model..
torch.Size([1, 512])
ResNet18 is loading ...
Representation attack info ...
Rep_attack_ep_0.0314_alpha_0.007_min_val_0.0_max_val_1.0_max_iters_7_type_linf_randomstart_True
Using CUDA..
Training info...
results/log_Run3Rep_attack_ep_0.0314_alpha_0.007_min_val_0.0_max_val_1.0_max_iters_7_type_linf_randomstart_Truecontrastive_ResNet18_cifar-10_b256_nGPU1_l256_0
Run3Rep_attack_ep_0.0314_alpha_0.007_min_val_0.0_max_val_1.0_max_iters_7_type_linf_randomstart_Truecontrastive_ResNet18_cifar-10_b256_nGPU1_l256

Epoch: 0
 [===========================================>..........................................]  Step: 1s833ms | Tot: 3m3s | Loss: 10.547 | SimLoss: 10.527 | Adv: 0.02 101/196 
 [============================================>.........................................]  Step: 1s830ms | Tot: 3m5s | Loss: 10.549 | SimLoss: 10.528 | Adv: 0.02 102/196 
 [============================================>.........................................]  Step: 1s831ms | Tot: 3m7s | Loss: 10.549 | SimLoss: 10.528 | Adv: 0.02 103/196 
 [=============================================>........................................]  Step: 1s831ms | Tot: 3m8s | Loss: 10.549 | SimLoss: 10.528 | Adv: 0.02 104/196 
 [=============================================>........................................]  Step: 1s828ms | Tot: 3m10s | Loss: 10.549 | SimLoss: 10.528 | Adv: 0.02 105/196 
 [==============================================>.......................................]  Step: 1s832ms | Tot: 3m12s | Loss: 10.549 | SimLoss: 10.528 | Adv: 0.02 106/196 
 [==============================================>.......................................]  Step: 1s831ms | Tot: 3m14s | Loss: 10.549 | SimLoss: 10.528 | Adv: 0.02 107/196 
 [==============================================>.......................................]  Step: 1s830ms | Tot: 3m16s | Loss: 10.549 | SimLoss: 10.529 | Adv: 0.02 108/196 
 [===============================================>......................................]  Step: 1s840ms | Tot: 3m18s | Loss: 10.549 | SimLoss: 10.528 | Adv: 0.02 109/196 
 [===============================================>......................................]  Step: 1s832ms | Tot: 3m19s | Loss: 10.549 | SimLoss: 10.529 | Adv: 0.02 110/196 
 [================================================>.....................................]  Step: 1s832ms | Tot: 3m21s | Loss: 10.549 | SimLoss: 10.529 | Adv: 0.02 111/196 
 [================================================>.....................................]  Step: 1s834ms | Tot: 3m23s | Loss: 10.549 | SimLoss: 10.529 | Adv: 0.02 112/196 
 [=================================================>....................................]  Step: 1s832ms | Tot: 3m25s | Loss: 10.549 | SimLoss: 10.529 | Adv: 0.02 113/196 
 [=================================================>....................................]  Step: 1s830ms | Tot: 3m27s | Loss: 10.549 | SimLoss: 10.529 | Adv: 0.02 114/196 
 [==================================================>...................................]  Step: 1s831ms | Tot: 3m29s | Loss: 10.549 | SimLoss: 10.529 | Adv: 0.02 115/196 
 [==================================================>...................................]  Step: 1s832ms | Tot: 3m30s | Loss: 10.549 | SimLoss: 10.529 | Adv: 0.02 116/196 
 [==================================================>...................................]  Step: 1s832ms | Tot: 3m32s | Loss: 10.549 | SimLoss: 10.528 | Adv: 0.02 117/196 
 [===================================================>..................................]  Step: 1s830ms | Tot: 3m34s | Loss: 10.549 | SimLoss: 10.529 | Adv: 0.02 118/196 
 [===================================================>..................................]  Step: 1s830ms | Tot: 3m36s | Loss: 10.549 | SimLoss: 10.529 | Adv: 0.02 119/196 
 [====================================================>.................................]  Step: 1s831ms | Tot: 3m38s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 120/196 
 [====================================================>.................................]  Step: 1s829ms | Tot: 3m40s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 121/196 
 [=====================================================>................................]  Step: 1s831ms | Tot: 3m41s | Loss: 10.551 | SimLoss: 10.530 | Adv: 0.02 122/196 
 [=====================================================>................................]  Step: 1s831ms | Tot: 3m43s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 123/196 
 [=====================================================>................................]  Step: 1s826ms | Tot: 3m45s | Loss: 10.550 | SimLoss: 10.529 | Adv: 0.02 124/196 
 [======================================================>...............................]  Step: 1s828ms | Tot: 3m47s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 125/196 
 [======================================================>...............................]  Step: 1s833ms | Tot: 3m49s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 126/196 
 [=======================================================>..............................]  Step: 1s832ms | Tot: 3m51s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 127/196 
 [=======================================================>..............................]  Step: 1s832ms | Tot: 3m52s | Loss: 10.550 | SimLoss: 10.529 | Adv: 0.02 128/196 
 [========================================================>.............................]  Step: 1s832ms | Tot: 3m54s | Loss: 10.550 | SimLoss: 10.529 | Adv: 0.02 129/196 
 [========================================================>.............................]  Step: 1s833ms | Tot: 3m56s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 130/196 
 [=========================================================>............................]  Step: 1s831ms | Tot: 3m58s | Loss: 10.551 | SimLoss: 10.530 | Adv: 0.02 131/196 
 [=========================================================>............................]  Step: 1s831ms | Tot: 4m191ms | Loss: 10.551 | SimLoss: 10.530 | Adv: 0.02 132/196 
 [=========================================================>............................]  Step: 1s832ms | Tot: 4m2s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 133/196 
 [==========================================================>...........................]  Step: 1s834ms | Tot: 4m3s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 134/196 
 [==========================================================>...........................]  Step: 1s838ms | Tot: 4m5s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 135/196 
 [===========================================================>..........................]  Step: 1s831ms | Tot: 4m7s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 136/196 
 [===========================================================>..........................]  Step: 1s833ms | Tot: 4m9s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 137/196 
 [============================================================>.........................]  Step: 1s837ms | Tot: 4m11s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 138/196 
 [============================================================>.........................]  Step: 1s833ms | Tot: 4m13s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 139/196 
 [============================================================>.........................]  Step: 1s833ms | Tot: 4m14s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 140/196 
 [=============================================================>........................]  Step: 1s832ms | Tot: 4m16s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 141/196 
 [=============================================================>........................]  Step: 1s832ms | Tot: 4m18s | Loss: 10.551 | SimLoss: 10.530 | Adv: 0.02 142/196 
 [==============================================================>.......................]  Step: 1s833ms | Tot: 4m20s | Loss: 10.551 | SimLoss: 10.530 | Adv: 0.02 143/196 
 [==============================================================>.......................]  Step: 1s834ms | Tot: 4m22s | Loss: 10.550 | SimLoss: 10.530 | Adv: 0.02 144/196 
